"date","TP_kg_D","TP_kg_D_se","TN_kg_D","TN_kg_D_se"
1977-11-17,7.9855237072249,4.95417638047326,3311.28,1063.9420231873
1977-11-18,3.85261111338511,2.39013941738258,1681.72165426744,540.351265758013
1977-11-19,3.48649606308248,2.16300358994723,918.703721045285,295.187207266864
1977-11-20,3.60683510952672,2.23766129348687,882.379442108169,283.515911929963
1977-11-21,7.68694652022429,4.76894068375267,3108.44786685191,998.770358420513
1977-11-22,8.71993453543008,5.40980094713331,3383.84600496906,1087.25808892061
1977-11-23,9.17689989984475,5.69329982561379,3480.9425385335,1118.45601913643
1977-11-24,4.24951545199478,2.63637675531301,1778.75131233978,571.527708317586
1977-11-25,3.5447889831709,2.19916820712689,898.448817306211,288.679136894194
1977-11-26,3.44758297267626,2.13886211589372,944.80099074594,303.572478800827
1977-11-27,3.38379240743851,2.09928678894153,1012.77316180956,325.412507189201
1977-11-28,3.40498226818455,2.11243286570023,996.477006082044,320.1764157397
1977-11-29,3.4195456028793,2.12146788098675,990.785323052901,318.347630267808
1977-11-30,3.585827256027,2.2246281330545,1289.81866575769,414.429550141028
1977-12-01,7.48775983808705,4.64536632693794,2786.42180568733,895.300685353155
1977-12-02,3.48181720769621,2.16010085298318,953.293891463007,306.301318999072
1977-12-03,3.46192749529277,2.1477613813322,998.915580065122,320.959950003564
1977-12-04,3.47361658698475,2.15501323156679,1055.28852949721,339.073051242908
1977-12-05,4.04488582261339,2.50942562301482,1479.41786470799,475.349362215476
1977-12-06,3.50709196039294,2.1757811749537,981.429779499059,315.341615694383
1977-12-07,3.54791301022666,2.20110633687505,935.561529528343,300.603762455181
1977-12-08,5.85543207517429,3.63267887590744,2127.21332004604,683.49147262713
1977-12-09,3.57944480040203,2.220668491575,1085.91293585669,348.912929737331
1977-12-10,3.88601296006433,2.4108617451784,795.156918976282,255.490584042124
1977-12-11,3.63171004565675,2.25309357138866,893.895713452577,287.216186456352
1977-12-12,3.60741076202879,2.23801842523348,1035.86150654714,332.830985908052
1977-12-13,3.72302800726094,2.30974674844743,1141.50611984052,366.775485801203
1977-12-14,3.65768038782509,2.26920543336294,1053.09092122081,338.366941280666
1977-12-15,3.68993892783023,2.28921845978692,1066.53859947059,342.687793037161
1977-12-16,3.72515996961232,2.31106940653631,1079.84903735619,346.964548314127
1977-12-17,3.70516901503186,2.29866712477788,1033.33859873581,332.020354478181
1977-12-18,3.69001678659423,2.28926676294947,968.526674230209,311.195739801937
1977-12-19,3.70262047564898,2.29708602451717,933.78954693941,300.034409594438
1977-12-20,3.74324999441536,2.32229236158437,871.9488,280.164459178245
1977-12-21,3.79086992112518,2.35183551051175,854.589310682899,274.58670973225
1977-12-22,3.82096433374831,2.37050592383314,855.453254735908,274.864302199114
1977-12-23,3.79999972678944,2.35749959332441,893.911685550668,287.221318425367
1977-12-24,3.81594239278933,2.3673903384069,904.441740688234,290.604713416831
1977-12-25,3.97194338557319,2.46417252353534,838.454568914984,269.402481941136
1977-12-26,4.01646722439054,2.49179487602268,838.725009870718,269.489376887379
1977-12-27,3.95656760969248,2.45463347406377,877.434527803281,281.9270695095
1977-12-28,3.995823902921,2.47898786932049,877.747925098213,282.02776668764
1977-12-29,3.93339810355393,2.44025923584631,927.766778405862,298.099243574417
1977-12-30,4.02841212507974,2.49920542879682,897.956081545073,288.520816763429
1977-12-31,4.16540125441437,2.58419275509042,867.972423098584,278.88681594498
1978-01-01,4.35925599474521,2.70445920360411,837.896646475993,269.223216784302
1978-01-02,4.49312353584416,2.78750991318054,827.452823088309,265.867528776974
1978-01-03,4.44964021582659,2.76053309301523,846.678906047252,272.045030408158
1978-01-04,4.31306321394434,2.67580144839827,886.734181404325,284.915126172553
1978-01-05,4.12493967454543,2.55909060642082,959.901178657996,308.424295765161
1978-01-06,4.02038599154907,2.49422605829815,1047.25768864703,336.492674753443
1978-01-07,4.04697100960327,2.51071926191852,1047.40845460749,336.541117120443
1978-01-08,4.10744122069406,2.54823465884073,1024.92076241329,329.315633099185
1978-01-09,6.72987933279689,4.17518129760384,2489.30085088565,799.833231745172
1978-01-10,7.59715469502481,4.71323431359183,2782.68230518177,894.099152491663
1978-01-11,10.381012463866,6.44032484774324,3575.38523766011,1148.80125009969
1978-01-12,11.4454868936674,7.10071911505582,3867.69432097691,1242.72260906061
1978-01-13,11.5635289404253,7.1739517722229,3926.65549072383,1261.66732718472
1978-01-14,4.17032256598567,2.58724591058045,1377.0666018578,442.463043428599
1978-01-15,4.4064300495968,2.73372573600517,1019.45421865793,327.559186763351
1978-01-16,9.34896775332805,5.80004980555492,3433.5944217113,1103.2426722718
1978-01-17,11.8830637336225,7.3721894562166,4128.6709583257,1326.57659046523
1978-01-18,11.7655085697876,7.29925885862204,4130.66460669261,1327.21716639871
1978-01-19,11.7262552644188,7.27490631701755,4151.88929712588,1334.03683736616
1978-01-20,11.843441112457,7.34760779305869,4212.82849317825,1353.61711192444
1978-01-21,4.23935709807433,2.63007456663981,1435.25778337414,461.160357879249
1978-01-22,4.59561961376569,2.85109793407272,1067.49574159991,342.995330827245
1978-01-23,9.96596300578378,6.18283037432523,3794.08879923962,1219.07253787517
1978-01-24,11.9936645896401,7.44080563827696,4377.72504865555,1406.59975756333
1978-01-25,12.0299483381891,7.46331588264504,4419.0144,1419.866372288
1978-01-26,12.1463310767294,7.53551911383065,4319.15995126269,1387.78230080694
1978-01-27,12.2630898561548,7.60795563877877,4221.14249135817,1356.28846923772
1978-01-28,4.30644628039832,2.67169633806528,1332.91192601387,428.275775921602
1978-01-29,4.85782003841071,3.013765681155,948.841969789929,304.870879244075
1978-01-30,9.62929635493871,5.97396417708375,3227.35818345926,1036.97723999775
1978-01-31,11.754726116906,7.29256948227702,3633.473930254,1167.46563400037
1978-02-01,12.2678760233802,7.61092495143634,3635.86643948959,1168.2343672747
1978-02-02,11.7369024316267,7.28151176285109,3417.79069320479,1098.16480181653
1978-02-03,11.7663254278044,7.29976563298539,3322.39752970775,1067.51417868309
1978-02-04,4.37492786324347,2.71418194735875,1000.12673592075,321.349104533363
1978-02-05,4.77396153004606,2.96174030916017,806.607025831604,259.1695993635
1978-02-06,10.9291940060325,6.78041375712256,2874.71840115619,923.671121687045
1978-02-07,12.3639156770892,7.67050744113125,3050.88521559266,980.274996010569
1978-02-08,12.5573267008861,7.79049861027029,2992.74392956153,961.593713397602
1978-02-09,6.7968051519665,4.21670171939833,1774.32146334599,570.104360699484
1978-02-10,6.53872096471895,4.05658766407612,1657.75596691233,532.650889501199
1978-02-11,4.4732078723521,2.77515434161239,784.129395623309,251.947348342665
1978-02-12,5.33378793629961,3.30905363020351,606.429660147662,194.850933638439
1978-02-13,5.7267278559726,3.55283146373843,1314.25433569991,422.28093574305
1978-02-14,7.19925905776677,4.46638197925919,1603.40753244288,515.188281891304
1978-02-15,6.92104791597148,4.29378126852312,1499.03447114145,481.652342312864
1978-02-16,6.61021628423196,4.10094297954845,1390.84599385966,446.890477594464
1978-02-17,6.44458859706031,3.9981884444895,1314.91677791367,422.493783979728
1978-02-18,4.49945677716069,2.79143902236518,658.730801734182,211.655728882142
1978-02-19,5.30209023748816,3.28938854666929,499.29790608838,160.428602950175
1978-02-20,5.54217427485894,3.43833540486907,1014.84762531021,326.079049702643
1978-02-21,6.39446769196666,3.96709370189193,1151.54630358433,370.001481007156
1978-02-22,6.44523138954008,3.9985872295207,1125.03883234247,361.484408279193
1978-02-23,6.40960548199307,3.97648510620691,1084.32387350302,348.402350681637
1978-02-24,6.45956200127689,4.0074778647235,1059.1735659824,340.321346034714
1978-02-25,4.56392392794154,2.8314340993851,517.231246395499,166.190735529981
1978-02-26,5.43535964044891,3.37206817453022,399.484849217951,128.357831022934
1978-02-27,4.86977383517154,3.0211817530046,672.685147346118,216.1393771096
1978-02-28,4.61942690853832,2.86586785296217,457.053138438123,146.855004956984
1978-03-01,4.7775744,2.963981714439,414.72,133.253012688821
1978-03-02,6.3286516389561,3.92626177311237,347.317115022454,111.59590069235
1978-03-03,4.93687825095807,3.0628129751891,505.418747918676,162.39528074261
1978-03-04,6.88338823754244,4.27041740458511,356.524914380927,114.554443817232
1978-03-05,6.84137973474485,4.24435555316883,370.215064342742,118.953203767496
1978-03-06,6.98230119625563,4.3317824774026,379.647125654845,121.983804138116
1978-03-07,7.28002172349516,4.51648670696961,384.53117285221,123.553089446669
1978-03-08,7.58987085246794,4.70871545646018,389.444991722826,125.13194064342
1978-03-09,7.91231730886761,4.90875952079841,394.38835069649,126.720283322922
1978-03-10,10.5430470747952,6.5408502574366,1133.32690477417,364.14743543223
1978-03-11,12.6180260130525,7.82815614027971,1295.3450142176,416.205212229789
1978-03-12,7.24895764173584,4.49721471608016,526.932491978283,169.307827063402
1978-03-13,12.1038137913138,7.50914161638772,1191.0510049134,382.694672720768
1978-03-14,14.4845165610356,8.98611693611686,1359.74795754884,436.898417826133
1978-03-15,15.0939936,9.36423324527594,1376.352,442.233435861023
1978-03-16,16.2992041921143,10.1119394781867,1392.79356487424,447.516248488365
1978-03-17,17.7217179921266,10.9944594640134,1417.49254989684,455.45223943314
1978-03-18,20.6480641873738,12.8099490590745,1526.35265210635,490.429902871196
1978-03-19,11.053994632778,6.85783940132063,609.837391833564,195.945866396883
1978-03-20,21.6902692813223,13.456527549021,1434.1313791569,460.798434761356
1978-03-21,17.3514773187538,10.7647641219966,1095.10143424528,351.865271298783
